Review,True Label,VADER,TextBlob,LogReg,SVM,LogReg_Score,SVM_Score,VADER_Score,TextBlob_Score,Real_Rating,Combined_LogReg,Combined_SVM,Combined_VADER,Combined_TextBlob
shirt was of good quality for the price i purchased the 14 x 3031 size as a 140lb 58 athletic build and the shirt was somewhat large but still a good fit for not being advertised as slim fit,Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
very pleased with this cigarette case ive had the exact same one before but i lost it it holds up really well compared to some other cases ive owned you wont be sorry if you purchase this and the price is right,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i read reviews saying the dress got small so i ordered a large i think a medium would have fit better around the sides im excited to wear it as my halloween costume,Neutral,Positive,Positive,Negative,Negative,1,1,5,5,3,2.3999999999999995,2.3999999999999995,3.5999999999999996,3.5999999999999996
this costume is of good quality looks sexy but not risqu since it covers everything i got lots of compliments on it,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the package came together as expected dress  gloves fishnet stocking  the boa,Neutral,Neutral,Negative,Positive,Positive,5,5,3,1,5,5.0,5.0,4.4,3.8
great fit and completed my halloween flapper look,Positive,Positive,Positive,Neutral,Positive,3,5,5,5,5,4.4,5.0,5.0,5.0
i bought this necklace for my friend to place a charm on  the shipping was fast and the company was very professional and is genuinely interested in your feedback  very nice silver chain for the money,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
item was great quality and came promptly  im very happy with it and recommend it unreservedly,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
cheap quality you get what you pay for didnt even end up wearing i bought a better quality dress,Positive,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
im 5 ft tall and it was a little too long for my liking so i easily cut the last tier and did some pinning on the sides but other than that its great i had seen in the picture that the headband feather looked pretty pathetic so i ordered one somewhere else and im really glad i did,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i purchased this robe for my mom it was way too large and too hot returned the robe but she did like the material,Positive,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
fits great just what i wanted,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the red bled onto the white on the boot covers,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,3,3.5999999999999996,3.5999999999999996,3.0,3.0
the flapper costume is really cute the size runs small which i gathered viewing it on the website am glad i bought 2 sizes larger  the fit is still a bit tight the fringe was hard to control and i needed help to get it to lay straight on the shoulders and back after wearing it for a few minutes the fringe finally hung correctly got lots of complements and would recommend this purchase for others,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
had to return for another size,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,5,5.0,5.0,4.4,4.4
i ordered two of these sterling silver box link chains and when they arrived i was very surprised at the quality the careful packaging and fast delivery service one chain was for me and one was a gift the recipient loved the gift as did i i will order more jewelry from this great company,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
well constructed stylish and lots of room,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
excelent product,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,5,5.0,5.0,4.4,4.4
great costume especially for the price and better quality than i expected and fun to wear not much else to say,Neutral,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
ok,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
i buy three v necks to wear around the house every year last year i bought these shirts in large and white they were a bit bigger than i wanted and got dirty quickly this year i bought medium and black the fit is great not too tight in the stomach area or shoulders i am average build and wear a 42 long suit coat these shirts are great hopefully they do not fade too much from weekly washing i will check back in if there is anything to report down the road,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i thought when i ordered that i would get a pair of johnston  murphy which i didnt i probably did not read the text good enough i started with jm an excellent american manufacturer and ended up with a pair of shoes made in india disappointing,Positive,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
i went with a medium instead of a small based on the reviews i normally wear a size 4 or 6 this dress was a bit too big for me but it worked just fine i worried that the small would have been too snug im 58 and the dress came to about 5 inches above my knee the headpiece was comfortable however the feather attached was a bit flimsy overall it worked and i got many compliments,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
perfect fit great costume material for the price,Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
ended up tearing,Negative,Neutral,Neutral,Negative,Negative,1,1,3,3,1,1.0,1.0,1.6,1.6
everybody loves it,Positive,Positive,Neutral,Positive,Positive,5,5,5,3,5,5.0,5.0,5.0,4.4
i had to buy a replacement for my wedding set due to pregnancy swelling and this item looked the closest i could find to my real set  this is an excellent product for the money 2 rings however if you look closely at the center stone you can tell its not a real diamond and really how often does anyone but the wearer really look that closely  the only reason i rated it a 4 instead of 5 was because the center stone should be set up higher to allow the two rings to nest  due to how the prong is set there is a small gap between the rings when they are placed next to each other again something no one else but the wearer will notice,Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
bought the small costume for my daughter for a 20s night presentation she had to give at school  she is 49 and the length and fit were great  dress is very flattering and not tight through the middle or hips  the headband with the single feather was fine  slightly small feather but she is petite and she thought she looked great added fishnet stockings gloves beads and a black feather boa that never stops shedding  she looked marvelous and got many compliments on her outfit  ordered it with amazon prime and it arrived in 48 hours,Positive,Positive,Positive,Neutral,Neutral,3,3,5,5,5,4.4,4.4,5.0,5.0
i order an xl and it was too big and the leg warmers were too big so i made them thigh highs to give me an added sexy look over all the quality was great and i was very pleased i roughly wear 1214 so it was a little to big  i was a hit in this costume  wonder woman was every little girls super hero and i got a chance to be her i received it in a timely manner and the price was well worth it,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this costume is extremely ill fitting i normally wear a large in most clothes especially due to a large bust but even this costume was way too big on my chest the skirt was too long and covered the boot covers which didnt stay up and were too small to cover even a loafer shoe i had on when i tried them no way they were going to cover up any boots the gauntlet bracelets were huge and made for a bodybuilders arms not a regular girl this is on its way back to amazon already very disappointed,Positive,Negative,Negative,Positive,Positive,5,5,1,1,1,2.2,2.2,1.0,1.0
i ordered this hat after i was sunburned while doing yard work the brim on this hat is large enough to cover my face ears and the back of my neck the ventilation is great,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
ordered a 16 chain and very happy with it its very thick and nice looking definitely worth the price,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
love this hat  i highly recommend for kayaking and sunny beach days or on the golf course,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
not happy at all this ring looked very good in the pictures however when i received it was i so disapointed,Negative,Positive,Positive,Negative,Negative,1,1,5,5,1,1.0,1.0,2.2,2.2
fabric comfortable very simple style the three basic colors are also easy to match a good choice,Negative,Positive,Positive,Positive,Negative,5,1,5,5,5,5.0,3.8,5.0,5.0
i just received my anklet today  it is beautiful to say the least  i have looked for anklets in stores at the mall and no one ever seems to have any the one or two ive seen were rather childlike looking of course i finally get the bright idea of looking on amazon  and they never fail to have just what i want i never ordered from serenity crystals before but they shipped the anklet the same day i placed my order and i had it 4 days later including the weekend i never would have found anything close to this for what i paid online even with shipping fees  this is a great price for a beautiful anklet,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
bought this for my mom as hers was really worn out like the added addition of the zipper pocket,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
was looking at wearing these for halloween but they were a little too small and got runs in them when i tried to pull them up will not buy again,Positive,Neutral,Negative,Positive,Positive,5,5,3,1,3,3.5999999999999996,3.5999999999999996,3.0,2.3999999999999995
